12, 1
24, 1
30, 1
36, 1
40, 1
48, 1
56, 1
70, 1
72, 1
80, 1
96, 1
108, 1
112, 1
126, 1
140, 1
150, 1
154, 1
156, 1
160, 1
176, 1
182, 1
192, 1
198, 1
200, 1
204, 1
208, 1
216, 1
220, 1
224, 1
228, 1
234, 1
260, 1
276, 1
286, 1
306, 1
308, 1
320, 1
324, 1
340, 1
348, 1
350, 1
352, 1
364, 1
372, 1
374, 1
378, 1
380, 1
384, 1
392, 1
400, 1
416, 1
418, 1
442, 1
444, 1
448, 1
476, 1
490, 1
492, 1
494, 1
516, 1
532, 1
544, 1
564, 1
572, 1
594, 1
598, 1
608, 1
636, 1
640, 1
644, 1
646, 1
648, 1
650, 1
696, 1
702, 1
704, 1
708, 1
714, 1
732, 1
736, 1
744, 1
748, 1
750, 1
768, 1
782, 1
784, 1
798, 1
804, 1
832, 1
836, 1
850, 1
852, 1
858, 1
874, 1
876, 1
882, 1
884, 1
888, 1
896, 1
928, 1
930, 1
948, 1
950, 1
966, 1
972, 1
980, 1
984, 1
986, 1
988, 1
992, 1
996, 1
1000, 1
1012, 1
1026, 1
1032, 1
1054, 1
1068, 1
1078, 1
1088, 1
1102, 1
1110, 1
1128, 1
1134, 1
1144, 1
1150, 1
1164, 1
1178, 1
1190, 1
1196, 1
1212, 1
1216, 1
1218, 1
1230, 1
1236, 1
1242, 1
1272, 1
1274, 1
1276, 1
1280, 1
1284, 1
1290, 1
1292, 1
1302, 1
1308, 1
1326, 1
1332, 1
1334, 1
1356, 1
1364, 1
1406, 1
1408, 1
1410, 1
1416, 1
1426, 1
1430, 1
1450, 1
1464, 1
1472, 1
1476, 1
1482, 1
1496, 1
1508, 1
1518, 1
1524, 1
1536, 1
1548, 1
1550, 1
1554, 1
1564, 1
1566, 1
1568, 1
1572, 1
1590, 1
1608, 1
1612, 1
1628, 1
1640, 1
1644, 1
1664, 1
1668, 1
1672, 1
1674, 1
1692, 1
1694, 1
1702, 1
1704, 1
1720, 1
1722, 1
1748, 1
1750, 1
1752, 1
1768, 1
1770, 1
1782, 1
1788, 1
1792, 1
1798, 1
1804, 1
1812, 1
1830, 1
1850, 1
1856, 1
1870, 1
1880, 1
1884, 1
1886, 1
1892, 1
1896, 1
1908, 1
1914, 1
1924, 1
1936, 1
1938, 1
1944, 1
1956, 1
1972, 1
1976, 1
1978, 1
1984, 1
1992, 1
1998, 1
2000, 1
2004, 1
2010, 1
2024, 1
2028, 1
2046, 1
2050, 1
2076, 1
2090, 1
2106, 1
2108, 1
2120, 1
2124, 1
2130, 1
2132, 1
2136, 1
2146, 1
2148, 1
2150, 1
2156, 1
2172, 1
2176, 1
2178, 1
2190, 1
2196, 1
2204, 1
2210, 1
2214, 1
2236, 1
2262, 1
2292, 1
2294, 1
2300, 1
2316, 1
2322, 1
2328, 1
2346, 1
2350, 1
2356, 1
2360, 1
2364, 1
2366, 1
2368, 1
2370, 1
2378, 1
2388, 1
2392, 1
2412, 1
2418, 1
2420, 1
2424, 1
2432, 1
2440, 1
2442, 1
2444, 1
2470, 1
2472, 1
2490, 1
2494, 1
2516, 1
2532, 1
2538, 1
2542, 1
2544, 1
2552, 1
2556, 1
2560, 1
2568, 1
2584, 1
2616, 1
2622, 1
2624, 1
2628, 1
2666, 1
2668, 1
2670, 1
2676, 1
2680, 1
2704, 1
2706, 1
2712, 1
2724, 1
2726, 1
2728, 1
2744, 1
2748, 1
2752, 1
2788, 1
2796, 1
2812, 1
2816, 1
2832, 1
2838, 1
2840, 1
2842, 1
2844, 1
2852, 1
2862, 1
2868, 1
2886, 1
2892, 1
2900, 1
2910, 1
2914, 1
2916, 1
2920, 1
2924, 1
2928, 1
2944, 1
2988, 1
2990, 1
3008, 1
3012, 1
3016, 1
3030, 1
3034, 1
3038, 1
3042, 1
3048, 1
3072, 1
3074, 1
3078, 1
3084, 1
3090, 1
3100, 1
3102, 1
3116, 1
3128, 1
3144, 1
3146, 1
3156, 1
3160, 1
3182, 1
3190, 1
3196, 1
3198, 1
3204, 1
3210, 1
3216, 1
3224, 1
3228, 1
3230, 1
3250, 1
3252, 1
3256, 1
3268, 1
3270, 1
3286, 1
3288, 1
3304, 1
3320, 1
3324, 1
3328, 1
3336, 1
3354, 1
3372, 1
3380, 1
3388, 1
3390, 1
3392, 1
3396, 1
3402, 1
3404, 1
3408, 1
3410, 1
3416, 1
3430, 1
3468, 1
3478, 1
3492, 1
3496, 1
3498, 1
3504, 1
3516, 1
3526, 1
3542, 1
3560, 1
3572, 1
3576, 1
3584, 1
3596, 1
3604, 1
3608, 1
3624, 1
3626, 1
3636, 1
3658, 1
3666, 1
3684, 1
3700, 1
3708, 1
3712, 1
3718, 1
3726, 1
3732, 1
3750, 1
3752, 1
3756, 1
3768, 1
3772, 1
3774, 1
3776, 1
3782, 1
3784, 1
3792, 1
3804, 1
3810, 1
3848, 1
3852, 1
3854, 1
3872, 1
3880, 1
3894, 1
3904, 1
3910, 1
3912, 1
3922, 1
3924, 1
3930, 1
3944, 1
3956, 1
3968, 1
3972, 1
3976, 1
3984, 1
4002, 1
4008, 1
4012, 1
4018, 1
4026, 1
4028, 1
4040, 1
4042, 1
4044, 1
4068, 1
4070, 1
4088, 1
4100, 1
4110, 1
4114, 1
4120, 1
4134, 1
4136, 1
4148, 1
4152, 1
4164, 1
4170, 1
4182, 1
4188, 1
4214, 1
4216, 1
4236, 1
4250, 1
4264, 1
4272, 1
4278, 1
4280, 1
4292, 1
4296, 1
4300, 1
4308, 1
4324, 1
4332, 1
4344, 1
4346, 1
4352, 1
4360, 1
4366, 1
4370, 1
4386, 1
4404, 1
4408, 1
4424, 1
4466, 1
4470, 1
4472, 1
4476, 1
4484, 1
4510, 1
4514, 1
4520, 1
4522, 1
4530, 1
4548, 1
4556, 1
4558, 1
4572, 1
4584, 1
4588, 1
4596, 1
4598, 1
4602, 1
4606, 1
4632, 1
4636, 1
4648, 1
4656, 1
4664, 1
4668, 1
4674, 1
4698, 1
4700, 1
4710, 1
4712, 1
4716, 1
4728, 1
4730, 1
4732, 1
4736, 1
4750, 1
4756, 1
4758, 1
4764, 1
4774, 1
4776, 1
4794, 1
4810, 1
4812, 1
4838, 1
4848, 1
4864, 1
4876, 1
4888, 1
4890, 1
4902, 1
4908, 1
4930, 1
4932, 1
4944, 1
4958, 1
4970, 1
4982, 1
4984, 1
4988, 1
5000, 1
5002, 1
5004, 1
5010, 1
5022, 1
5028, 1
5032, 1
5052, 1
5064, 1
5074, 1
5080, 1
5084, 1
5092, 1
5110, 1
5120, 1
5136, 1
5168, 1
5170, 1
5172, 1
5190, 1
5192, 1
5194, 1
5196, 1
5202, 1
5226, 1
5232, 1
5240, 1
5246, 1
5248, 1
5254, 1
5256, 1
5268, 1
5270, 1
5278, 1
5300, 1
5316, 1
5330, 1
5332, 1
